Cookie|1989|Susan Seidelman
Courage Mountain|1990|Christopher Leitch
Crack House|1989|Michael Fischa
Crimes and Misdemeanors|1989|Woody Allen
Cruising Bar|1989|Robert nard
Dad|1989|Gary David Goldberg
Diamond Skulls|1989|Nick Broomfield
Dead Calm|1989|Phillip Noyce
Dead Poets Society|1989|Peter Weir
DeepStar Six|1989|Sean S. Cunningham
Disorganized Crime|1989|Jim Kouf
Do the Right Thing|1989|Vol. 1 Videos
Dom za vesanje|1988|Emir Kusturica
Dream a Little Dream|1989|Marc Rocco
Driving Miss Daisy|1989|Bruce Beresford
A Dry White Season|1989|Euzhan Palcy
Eat a Bowl of Tea|1989|and a Killer Woman
Enemies: A Love Story|1989|Paul Mazursky
The Experts|1989|Dave Thomas
The Fabulous Baker Boys|1989|Steve Kloves
Farewell to the King|1989|John Milius
Fast Food|1989|Michael A. Simpson
Fat Man and Little Boy|1989|Roland 
Field of Dreams|1989|Phil Alden Robinson
Fletch Lives|1989|Michael Ritchie
The Fly II|1989|Chris Walas
For All Mankind|1989|Al Reinert
For Queen & Country|1988|Martin Stellman
Getting It Right|1989|Randal Kleiser
Ghostbusters II|1989|Ivan Reitman
The Girl in a Swing|1988|Pretty Peggy Scream
Gleaming the Cube|1989|Graeme Clifford
La famiglia Buonanotte|1989|Carlo Liconti
Gross Anatomy|1989|Thom Eberhardt
Harlem Nights|1989|Eddie Murphy
Heart of Dixie|1989|Martin Davidson
Henry V|1989|Kenneth Branagh
Her Alibi|1989|Bruce Beresford
The Horror Show|1989|James Isaac
How to Get Ahead in Advertising|1989|Bruce Robinson
In Country|1989|Gaily Gaily
An Innocent Man|1989|Peter Yates
The January Man|1989|Pat O'Connor
Kickboxer|1989|Mark DiSalle
Last Exit to Brooklyn|1989|Uli Edel
Let It Ride|1989|Joe Pytka
Leviathan|1989|George P. Cosmatos
Licence to Kill|1989|John Glen
Lightning Over Braddock: A Rustbowl Fantasy|1988|Tony Buba
Listen to Me|1989|Douglas Day Stewart
The Little Mermaid|1989|Ron Clements
Little Monsters|1989|Richard Greenberg
Lock Up|1989|John Flynn
Look Who's Talking|1989|Amy Heckerling
Lost Angels|1989|Hugh Hudson
Loverboy|1989|Joan Micklin Silver
Loverboy|2005|Kevin Bacon
Major League|1989|David S. Ward
Milou en mai|1990|trop humain Humain
Miss Firecracker|1989|Thomas Schlamme
My Left Foot: The Story of Christy Brown|1989|Claudius I
Mystery Train|1989|Jim Jarmusch
Christmas Vacation|1989|Jeremiah S. Chechik
New York Stories|1989|Woody Allen
Night Game|1989|Peter Masterson
A Nightmare on Elm Street: The Dream Child|1989|Stephen Hopkins
No Holds Barred|1989|Thomas J. Wright
Old Gringo|1989|Luis Puenzo
Othello|1989|Ted Lange
Out Cold|1989|Malcolm Mowbray
Pan Jin Lian zhi qian shi jin sheng|1989|Clara Law
Paperhouse|1988|Bernard Rose
Pet Sematary|1989|My Lover Stepson
Physical Evidence|1989|Michael Crichton
Pink Cadillac|1989|Buddy Horn
Prancer|1989|John D. Hancock
The Punisher|1989|Mark Goldblatt
Queen of Hearts|1989|Britt Morgan
Race for Glory|1989|Rocky Lang
The Rainbow|1989|The Kirsch
River of Death|1989|Steve Carver
Road House|1989|Rowdy Herrington
Rude Awakening|1989|David Greenwalt
Sea of Love|1989|Harold Becker
See You in the Morning|1989|Alan J. Pakula
Shag|1989|Zelda Barron
She's Out of Control|1989|Stan Dragoti
She-Devil|1989|Susan Seidelman
Sidewalk Stories|1989|Charles Lane
Sing|1989|Richard J. Baskin
Star Trek V: The Final Frontier|1989|William Shatner
Staying Together|1989|Cure It It
Steel Magnolias|1989|Sam Again
Strapless|1989|David Hare
The Tall Guy|1989|Mel Smith
Tango & Cash|1989|da ne vyshla zamuzh lyubila
Tap|1989|Nick Castle
Teen Witch|1989|Dorian Walker
To the Limit|1989|Derek Hart
Uncle Buck|1989|John Hughes
Under the Boardwalk|1989|Fritz Kiersch
Vampire's Kiss|1988|Robert Bierman
The War of the Roses|1989|Vol. 4 Stories
The Wizard|1989|Todd Holland
Worth Winning|1989|Will Mackenzie
Air America|1990|Roger Spottiswoode
Alice|1990|Woody Allen
Almost an Angel|1990|John Cornell
American Dream|1990|Cathy Caplan
Angel Town|1990|Eric Karson
Arachnophobia|1990|Frank Marshall
Archangel|1990|Guy Maddin
Awakenings|1990|Penny Marshall
Back to the Future Part III|1990|Robert Zemeckis
Betsy's Wedding|1990|Alan Alda
The Big Man|1990|David Leland
Bird on a Wire|1990|John Badham
Bloodfist II|1990|Andy Blumenthal
Blue Planet|1990|Ben Burtt
Blue Steel|1989|Kathryn Bigelow
Body Chemistry|1990|Kristine Peterson
Book of Love|1990|Robert Shaye
Brain Dead|1990|Adam Simon
Cadillac Man|1990|Roger Donaldson
Chattahoochee|1989|Mick Jackson
Chicago Joe and the Showgirl|1990|Bernard Rose
Club Fed|1990|Nat Christian
Come See the Paradise|1990|Alan Parker
The Comfort of Strangers|1990|Paul Schrader
Corporate Affairs|1990|Terence H. Winkless
Coupe de Ville|1990|Joe Roth
Crazy People|1990|Barry L. Young
A Cry in the Wild|1990|Mark Griffiths
Cry-Baby|1990|John Waters
Cyrano de Bergerac|1990|Jean-Paul Rappeneau
Daddy Nostalgie|1990|Bertrand Tavernier
Dances with Wolves|1990|Kevin Costner
Darkman|1990|Sam Raimi
Days of Thunder|1990|Tony Scott
December Bride|1991|Thaddeus O'Sullivan
Def by Temptation|1990|James III
Dick Tracy|1990|Warren Beatty
Ding et Dong le film|1990|Alain Chartrand
Don't Tell Her It's Me|1990|Malcolm Mowbray
Downtown|1990|Richard Benjamin
DuckTales: The Movie - Treasure of the Lost Lamp|1990|Bob Hathcock
Edward Scissorhands|1990|Tim Burton
Everybody Wins|1990|Karel Reisz
The Exorcist III|1990|William Peter Blatty
Fei ying gai wak|1991|Jackie Chan
The Field|1990|Claudius I
The First Power|1990|Robert Resnikoff
Flight of the Intruder|1991|John Milius
Fools of Fortune|1990|Pat O'Connor
The Forbidden Dance|1990|Out of Mind Sight
Frankenstein Unbound|1990|Roger Corman
Full Fathom Five|1990|Ultima Me
The Gate II: Trespassers|1990|Madman I
Ghost Dad|1990|Sidney Poitier
Goodfellas|1990|Martin Scorsese
Graveyard Shift|1990|Ralph S. Singleton
Green Card|1990|Peter Weir
The Handmaid's Tale|1990|nur zum Spiel 
Happily Ever After|1993|John Howley
Hard to Kill|1990|Bruce Malmuth
Heart Condition|1990|James D. Parriott
Henry & June|1990|Philip Kaufman
Henry: Portrait of a Serial Killer|1986|John McNaughton
Europa Europa|1990|Agnieszka Holland
The Hot Spot|1990|Dennis Hopper
House Party|1990|Reginald Hudlin
The Hunt for Red October|1990|John McTiernan
Dark Angel|1990|Craig R. Baxley
I Love You to Death|1990|Lawrence Kasdan
In the Spirit|1990|Sandra Seacat
Iron & Silk|1990|Shirley Sun
Jetsons: The Movie|1990|Kiddie Kiddie
Ju Dou|1990|Fengliang Yang
Kindergarten Cop|1990|Ivan Reitman
King of New York|1990|Abel Ferrara
The Last of the Finest|1990|John Mackenzie
Lionheart|1990|Sheldon Lettich
The Long Walk Home|1990|Richard Pearce
Longtime Companion|1990|Norman 
Look Who's Talking Too|1990|Amy Heckerling
Loose Cannons|1990|Bob Clark
Lord of the Flies|1990|Harry Hook
Love or Money|1990|Todd Hallowell
Madhouse|1990|Tom Ropelewski
Marked for Death|1990|Dwight H. Little
Martians Go Home|1989|David Odell
Men Don't Leave|1990|Paul Brickman
Men at Work|1990|Emilio Estevez
Mermaids|1990|Richard Benjamin
Metropolitan|1990|Whit Stillman
Mindwalk|1990|Bernt Amadeus Capra
Mortal Passions|1989|Andrew Lane
Narrow Margin|1990|My Love Goodnight
The Neverending Story II: The Next Chapter|1990|Miss 4th of July Goodbye
Night Visitor|1989|Rupert Hitzig
Nightbreed|1990|Clive Barker
Nuns on the Run|1990|Jonathan Lynn
The Nutcracker Prince|1990|Paul Schibli
Opportunity Knocks|1990|Donald Petrie
Outremer|1990|Brigitte an
Overexposed|1990|Larry Brand
Pacific Heights|1990|John Schlesinger
Paris Is Burning|1990|Jennie Livingston
Presumed Innocent|1990|Alan J. Pakula
Pretty Woman|1990|Garry Marshall
Pump Up the Volume|1990|Allan Moyle
Quick Change|1990|Howard Franklin
Rebro Adama|1990|Vyacheslav Krishtofovich
Red Surf|1990|H. Gordon Boos
The Rescuers Down Under|1990|Mike Gabriel
The Return of Superfly|1990|Sig Shore
Rich Girl|1991|Joel Bender
The Rookie|1990|Clint Eastwood
Rosencrantz & Guildenstern Are Dead|1990|Tom Stoppard
A Shock to the System|1990|Jan Egleson
A Show of Force|1990|Bruno Barreto
The Shrimp on the Barbie|1990|Michael Gottlieb
Ski Patrol|1990|Richard Correll
Slumber Party Massacre III|1990|Sally Mattison
Soultaker|1990|Michael Rissi
Streets|1990|Katt Shea
Tales from the Darkside: The Movie|1990|John Harrison
Taksi-Blyuz|1990|Pavel Lungin
Thousand Pieces of Gold|1991|Nancy Kelly
To Sleep with Anger|1990|Selma Lord
Torn Apart|1990|Jack Fisher
Due occhi diabolici|1990|George A. Romero
The Two Jakes|1990|He Said Drive
Vital Signs|1990|Marisa Silver
Where the Heart Is|1990|John Boorman
Where the Heart Is|2000|Matt Williams
White Hunter Black Heart|1990|Clint Eastwood
Wild Orchid|1989|Shame Shame
The Witches|1990|Nicolas Roeg
Without You I'm Nothing|1990|John Boskovich
Young Guns II|1990|White Knight King
Dreams|1990|Akira Kurosawa
The Addams Family|1991|Barry Sonnenfeld
Amantes|1991|Vicente Aranda
Les amants du Pont-Neuf|1991|Leos Carax
An American Tail: Fievel Goes West|1991|Phil Nibbelink
And You Thought Your Parents Were Weird|1991|Tony Cookson
Another You|1991|Maurice Phillips
Antonia and Jane|1991|Beeban Kidron
At Play in the Fields of the Lord|1991|Hector Babenco
Atlantis|1991|Luc Besson
The Ballad of the Sad Cafe|1991|Simon Callow
Barton Fink|1991|Ethan Coen
Beauty and the Beast|1991|Gary Trousdale
Becoming Colette|1991|Danny Huston
Bill & Ted's Bogus Journey|1991|Peter Hewitt
Billy Bathgate|1991|Robert Benton
Black Robe|1991|Bruce Beresford
Blood and Concrete|1991|Jeffrey Reiner
Bloodfist III: Forced to Fight|1992|Oley Sassone
Bright Angel|1991|Michael Fields
Cadence|1990|Martin Sheen
California Casanova|1991|Nat Christian
Cape Fear|1991|Martin Scorsese
Career Opportunities|1991|Bryan Gordon
Chameleon Street|1989|Wendell B. Jr.
China Cry: A True Story|1990|James F. Collier
City Slickers|1991|Compulsions Addictions
Close My Eyes|1991|Stephen Poliakoff
Closet Land|1991|Radha Bharadwaj
The Commitments|1991|Alan Parker
Company Business|1991|Nicholas Meyer
Cool as Ice|1991|David Kellogg
Crooked Hearts|1991|Michael Bortman
Curly Sue|1991|John Hughes
Dead Again|1991|Kenneth Branagh
Defending Your Life|1991|Albert Brooks
Delicatessen|1991|Jean-Pierre Jeunet
Delirious|1991|Tom Mankiewicz
Delirious|2006|Tom DiCillo
Delusion|1991|Carl Colpaert
The Doctor|1991|Randa Haines
Dogfight|1991|Nancy Savoca
La domenica specialmente|1991|Marco Tullio Giordana
The Doors|1991|Oliver Stone
Double Impact|1991|Sheldon Lettich
Drop Dead Fred|1991|Ate de Jong
Dutch|1991|Peter Faiman
The End of Innocence|1990|Dyan Cannon
Eve of Destruction|1991|Duncan Gibbins
A Grande Arte|1991|Walter Salles
Father of the Bride|1991|Charles Shyer
The Fisher King|1991|Terry Gilliam
Flirting|1991|John Duigan
Frankie and Johnny|1991|Garry Marshall
Freddy's Dead: The Final Nightmare|1991|Rachel Talalay
The Giant of Thunder Mountain|1991|James W. Roberson
Grand Canyon|1991|Lawrence Kasdan
Guilty by Suspicion|1991|Irwin Winkler
Hangin' with the Homeboys|1991|Joseph B. Vasquez
Hard Promises|1991|Martin Davidson
Hear My Song|1991|Peter Chelsom
Hearts of Darkness: A Filmmaker's Apocalypse|1991|Fax Bahr
Held Hostage: The Sis and Jerry Levin Story|1991|Roger Young
Highlander II: The Quickening|1991|Malone Hell
The Hitman|1991|Aaron Norris
If Looks Could Kill|1991|William Dear
Impromptu|1991|James Lapine
JFK|1991|Oliver Stone
Johnny Stecchino|1991|Roberto Benigni
King Ralph|1991|David S. Ward
A Kiss Before Dying|1991|James Dearden
Kiss Me a Killer|1991|Marcus DeLeon
Late for Dinner|1991|W.D. Richter
Life Stinks|1991|Mel Brooks
Light Sleeper|1992|Paul Schrader
Listen Up: The Lives of Quincy Jones|1990|Ellen Weissbrod
Little Man Tate|1991|Jodie Foster
London Kills Me|1991|Hanif Kureishi
Love Crimes|1992|Lizzie Borden
Love Your Mama|1990|Ruby L. Oliver
Madonna: Truth or Dare|1991|Alek Keshishian
Mannequin: On the Move|1991|Stewart Raffill
McBain|1991|James Glickenhaus
Men of Respect|1990|William Reilly
A Midnight Clear|1992|Keith Gordon
Mister Johnson|1990|Bruce Beresford
My Girl|1991|Howard Zieff
Necessary Roughness|1991|Stan Dragoti
Night on Earth|1991|Jim Jarmusch
Not Without My Daughter|1991|Brian Gilbert
Nothing But Trouble|1991|Dan Aykroyd
The Object of Beauty|1991|Graceland Simon
One False Move|1992|Ultima Me
One Good Cop|1991|Heywood Gould
Only the Lonely|1991|Beth Cooper You
Other People's Money|1991|Gaily Gaily
Out for Justice|1991|John Flynn
The Perfect Weapon|1991|Mark DiSalle
Point Break|1991|Kathryn Bigelow
Popcorn|1991|Mark Herrier
The Pope Must Die|1991|Peter Richardson
Prime Target|1991|David Heavener
The Prince of Tides|1991|Barbra Streisand
Proof|1991|Jocelyn Moorhouse
Proof|2005|John Madden
Prospero's Books|1991|1985 Oxfordshire
Queens Logic|1991|Steve Rash
A Rage in Harlem|1991|Bill Duke
The Rain Killer|1990|Ken Stein
The Rapture|1991|Michael Tolkin
Robin Hood: Prince of Thieves|1991|Kevin Reynolds
Rock-A-Doodle|1991|Don Bluth
The Rocketeer|1991|Joe Johnston
Run|1991|Geoff Burrowes
Rush|1991|Lili Fini Zanuck
Scenes from a Mall|1991|Paul Mazursky
The Search for Signs of Inteligent Life in the Universe|1991|John Bailey
Shakes the Clown|1991|Bobcat Goldthwait
Siempre felices|1991|Pedro Pinzolas
Spotswood|1992|Mark Joffe
Star Trek VI: The Undiscovered Country|1991|Nicholas Meyer
Stone Cold|1991|Paris Barclay
Strictly Business|1991|Rolando Hudson
Suburban Commando|1991|Burt Kennedy
Superstau|1991|Genosse Gott
Sweet Talker|1991|Michael Jenkins
Szalona ambicja|1991|Zbigniew Kaminski
Tacones lejanos|1991|sexo viene va
Taking Care of Business|1990|Hear No Evil Evil
Talkin' Dirty After Dark|1991|Topper Carew
Teenage Mutant Ninja Turtles II: The Secret of the Ooze|1991|Michael Pressman
Toy Soldiers|1991|Daniel Jr.
True Identity|1991|Charles Lane
Truly Madly Deeply|1990|Anthony Minghella
Turtle Beach|1992|Stephen Wallace
Twenty-One|1991|Don Boyd
The Unborn|2009|or The Steadfast Tin Soldier and the Vampire Baltimore
Where Angels Fear to Tread|1991|Charles Sturridge
Whore|1991|The Kirsch
Wishman|1993|Mike Marvin
A Woman's Tale|1991|Paul Cox
L'accompagnatrice|1992|Claude Miller
Aces: Iron Eagle III|1992|John Glen
Aladdin|1992|Ron Clements
Alan & Naomi|1992|Sterling Wagenen
American Heart|1992|Martin Bell
American Me|1992|Edward James Olmos
The Babe|1992|C.C. Goode
Bad Lieutenant|1992|Abel Ferrara
Baraka|1992|Ron Fricke
Basic Instinct|1992|Paul Verhoeven
Batman Returns|1992|Tim Burton
Being at Home with Claude|1992|Jean Beaudin
Belle epoque|1992|Fernando Trueba
Blame It on the Bellboy|1992|Mark Herman
The Inner Circle|1991|da ne vyshla zamuzh lyubila
Bob Roberts|1992|Tim Robbins
Boomerang|1992|Reginald Hudlin
Born to Ski|1991|Don Brolin
Braindead|1992|Peter Jackson
A Brief History of Time|1991|Errol Morris
Brother's Keeper|1992|Bruce Sinofsky
Buffy the Vampire Slayer|1992|Fran Rubel Kuzui
Candyman|1992|Bernard Rose
Captain Ron|1992|Thom Eberhardt
Chaplin|1992|Richard Attenborough
Cheap Shots|1989|Jerry Stoeffhaas
Christopher Columbus: The Discovery|1992|John Glen
City of Joy|1992|Roland 
Claire of the Moon|1992|Nicole Conn
Class Act|1992|Randall Miller
Como agua para chocolate|1992|Alfonso Arau
Consenting Adults|1992|Alan J. Pakula
Cool World|1992|Ralph Bakshi
La corsa dell'innocente|1993|Carlo Carlei
CrissCross|1992|Chris Menges
Crossing the Bridge|1992|Mike Binder
Crush|1992|Alison Maclean
The Cutting Edge|1992|Paul Michael Glaser
Daddy and the Muscle Academy|1991|Ilppo Pohjola
Daughters of the Dust|1991|Julie Dash
Death Becomes Her|1992|Robert Zemeckis
Deep Cover|1992|Bill Duke
Desire and Hell at Sunset Motel|1991|Alien Castle
Diggstown|1992|Michael Ritchie
The Distinguished Gentleman|1992|Jonathan Lynn
Excessive Force|1993|Jon Hess
Falling from Grace|1992|John Mellencamp
Far and Away|1992|Gore and Death Guns
FernGully: The Last Rainforest|1992|Bill Kroyer
A Few Good Men|1992|Rob Reiner
Forever Young|1992|Steve Miner
Gladiator|1992|Rowdy Herrington
Glengarry Glen Ross|1992|My Sweet Dark
Den goda viljan|1992|Bille August
The Good Woman of Bangkok|1991|Dennis O'Rourke
The Gun in Betty Lou's Handbag|1992|Allan Moyle
Heathcliff: The Movie|1986|Bruno Bianchi
Hellraiser III: Hell on Earth|1992|Anthony Hickox
Hoffa|1992|Danny DeVito
Honeymoon in Vegas|1992|Andrew Bergman
HouseSitter|1992|Frank Oz
Husbands and Wives|1992|Woody Allen
Innocent Blood|1992|William M. Gaines Yours
Into the Sun|1992|Fritz Kiersch
Jennifer Eight|1992|Bruce Robinson
Juice|1992|Ernest R. Dickerson
Khuda Gawah|1992|Mukul Anand
Kuffs|1992|Bruce A. Evans
The Last Days of Chez Nous|1992|Bridesmaids Bingo
The Lawnmower Man|1992|Brett Leonard
Laws of Gravity|1992|Nick Gomez
A League of Their Own|1992|Penny Marshall
Leap of Faith|1992|Richard Pearce
Leon the Pig Farmer|1992|Gary Sinyor
Little Nemo: Adventures in Slumberland|1989|Masami Hata
The Living End|1992|Gregg Araki
The Long Day Closes|1992|Terence Davies
Bitter Moon|1992|Roman Polanski
The Magical World of Chuck Jones|1992|George Daugherty
The Mambo Kings|1992|Arne Glimcher
Map of the Human Heart|1993|Vincent Ward
El mariachi|1992|Robert Rodriguez
Medicine Man|1992|John McTiernan
Memoirs of an Invisible Man|1992|the Space Monster Gorgon
Mo' Money|1992|Peter MacDonald
The Muppet Christmas Carol|1992|Brian Henson
My Cousin Vinny|1992|Jonathan Lynn
My New Gun|1992|Stacy Cochran
Night and the City|1992|Irwin Winkler
No Place to Hide|1993|Richard Danus
Les nuits fauves|1992|Cyril Collard
The Nutt House|1992|Adam Rifkin
Of Mice and Men|1992|Gary Sinise
The Opposite Sex and How to Live with Them|1992|Matthew Meshekoff
The Panama Deception|1992|Barbara Trent
Parenti serpenti|1992|il nostro domani Firenze
Passed Away|1992|Charlie Peters
Pastime|1991|Robin B. Armstrong
Patriot Games|1992|Phillip Noyce
Pet Sematary II|1992|My Lover Stepson
Peter's Friends|1992|Kenneth Branagh
The Playboys|1992|Gillies MacKinnon
Poison Ivy|1992|Katt Shea
The Power of One|1992|Part II Kid
Prelude to a Kiss|1992|Norman 
The Public Eye|1992|Howard Franklin
Pure Country|1992|Christopher Cain
The Quarrel|1991|Eli Cohen
Rain Without Thunder|1992|Gary Bennett
Rich in Love|1993|Bruce Beresford
A River Runs Through It|1992|Robert Redford
Roadside Prophets|1992|Abbe Wool
Yu pu tuan zhi: Tou qing bao jian|1991|Michael Mak
Ruby|1992|John Mackenzie
Scent of a Woman|1992|Martin Brest
The Seventh Coin|1993|Dror Soref
Shadow of the Wolf|1992|Jacques Dorfmann
Shadows and Fog|1991|Woody Allen
Shining Through|1992|David Seltzer
Shuang long hui|1992|Ringo Lam
Sidekicks|1992|Aaron Norris
Sleepwalkers|1992|Mick Garris
Sneakers|1992|Phil Alden Robinson
Split Second|1992|Tony Maylam
Stay Tuned|1992|My Love Goodnight
Storyville|1992|Mark Frost
Straight Talk|1992|Barnet Kellman
This Is My Life|1992|Nora Ephron
Tom and Jerry: The Movie|1992|Charlie Brown Mystery
Tui shou|1992|jie Se
Ultra Warrior|1990|vuela corre
Under Suspicion|1991|Simon Moore
Unforgiven|1992|Clint Eastwood
Used People|1992|Julie Newmar Everything
Vermont Is for Lovers|1992|John O'Brien
Visions of Light|1992|Arnold Glassman
The Waterdance|1992|Neal Jimenez
Where the Day Takes You|1992|Marc Rocco
Whispers in the Dark|1992|Christopher Crowe
White Men Can't Jump|1992|Ron Shelton
White Sands|1992|Roger Donaldson
Wild Orchid II: Two Shades of Blue|1991|Shame Shame
Wind|1992|Carroll Ballard
Year of the Comet|1992|Peter Yates
The Innocent|1993|John Schlesinger
The Innocent|2006|Stuart Brennan
Addams Family Values|1993|Barry Sonnenfeld
The Adventures of Huck Finn|1993|Stephen Sommers
The Age of Innocence|1993|New York York
Airborne|1993|Rob Bowman
Alive|1993|Frank Marshall
Amongst Friends|1993|Rob Weiss
Amos & Andrew|1993|E. Max Frye
Another Stakeout|1993|John Badham
Arizona Dream|1993|Emir Kusturica
Army of Darkness|1992|Sam Raimi
Joshua Tree|1993|Vic Armstrong
Aspen Extreme|1993|Patrick Hasburgh
Ba wang bie ji|1993|Kaige Chen
Backbeat|1994|Iain Softley
Bad Behaviour|1993|Les Blair
The Ballad of Little Jo|1993|Maggie Greenwald
Batman: Mask of the Phantasm|1993|Eric Radomski
Being Human|1993|Bill Forsyth
Benny & Joon|1993|Jeremiah S. Chechik
Bhaji on the Beach|1993|Gurinder Chadha
Body Snatchers|1993|Abel Ferrara
Body of Evidence|1993|Uli Edel
Bound by Honor|1993|Taylor Hackford
Boxing Helena|1993|Jennifer Chambers Lynch
A Bronx Tale|1993|Robert Niro
Carnosaur|1993|Darren Moloney
The Cement Garden|1993|Andrew Birkin
The Cemetery Club|1993|Bill Duke
Children of the Corn II: The Final Sacrifice|1992|David Price
Coneheads|1993|Steve Barron
The Cure Show|1993|Leroy Bennett
Dangerous Game|1993|Abel Ferrara
A Dangerous Woman|1993|Stephen Gyllenhaal
The Dark Half|1993|George A. Romero
Dave|1993|Ivan Reitman
Demolition Man|1993|Marco Brambilla
Dennis the Menace|1993|Nick Castle
Desperate Remedies|1993|Peter Wells
Double Dragon|1994|Dive Dive
Dragon: The Bruce Lee Story|1993|Rob Cohen
Ethan Frome|1993|John Madden
A Far Off Place|1993|Mikael Salomon
Fatal Instinct|1993|Carl Reiner
Fear of a Black Hat|1994|Rusty Cundieff
Fearless|1993|Peter Weir
Flesh and Bone|1993|Steve Kloves
For Love or Money|1993|Barry Sonnenfeld
Frauds|1993|Stephan Elliott
The Fugitive|1993|Andrew Davis
Germinal|1993|c'est tout Ensemble
Geronimo|1993|Roger Young
Gettysburg|1993|Ronald F. Maxwell
Ghost in the Machine|1993|Rachel Talalay
Grief|1993|Richard Glatzer
Groundhog Day|1993|Harold Ramis
Grumpy Old Men|1993|Donald Petrie
Hard Target|1993|ye gui ren luo
Hear No Evil|1993|Robert Greenwald
Heart and Souls|1993|Compulsions Addictions
Heaven & Earth|1993|Oliver Stone
Homeward Bound: The Incredible Journey|1993|Duwayne Dunham
The Hour of the Pig|1993|Leslie Megahey
Household Saints|1993|Nancy Savoca
How U Like Me Now|1992|Darryl Roberts
Xi yan|1993|jie Se
Wong Fei Hung ji sei: Wong je ji fung|1993|Bun Yuen
In Custody|1994|Ismail Merchant
In the Line of Fire|1993|Wolf ten
In the Name of the Father|1993|Claudius I
Indecent Proposal|1993|Adrian Lyne
Indian Summer|1993|Mike Binder
Indian Summer|1996|Nancy Meckler
Io speriamo che me la cavo|1992|ovvero 'stamattina alle 10 in via dei Fiori nella nota casa di tolleranza...' d'anarchia
Jack the Bear|1993|Marshall Herskovitz
Jason Goes to Hell: The Final Friday|1993|Adam Marcus
The Joy Luck Club|1993|and a Killer Woman
The Judas Project|1990|James H. Barden
Judgment Night|1993|Stephen Hopkins
Lan feng zheng|1993|Zhuangzhuang Tian
Last Action Hero|1993|John McTiernan
Latcho Drom|1993|gitano Corre
Leprechaun|1993|Mark Jones
The Life and Times of Allen Ginsberg|1994|Jerry Aronson
Life with Mikey|1993|James Lapine
Look Who's Talking Now|1993|Tom Ropelewski
Die Macht der Bilder: Leni Riefenstahl|1993|Ray ller
Mad Dog and Glory|1993|John McNaughton
Made in America|1993|Richard Benjamin
Made in America|2008|Stacy Peralta
Malice|1993|Harold Becker
The Man Without a Face|1993|Mel Gibson
Manhattan Murder Mystery|1993|Woody Allen
Matinee|1993|Joe Dante
Matusalem|1993|Roger Cantin
Menace II Society|1993|Albert Hughes
Mi vida loca|1993|Allison Anders
Much Ado About Nothing|1993|Kenneth Branagh
The Music of Chance|1993|Philip Haas
My Life's in Turnaround|1993|Eric Schaeffer
The Myth of the Male Orgasm|1993|John Hamilton
Needful Things|1993|Fraser Clarke Heston
The Night We Never Met|1993|Warren Leight
The Nightmare Before Christmas|1993|Henry Selick
The November Men|1994|Paul Williams
Nowhere to Run|1993|Robert Harmon
Once Upon a Forest|1993|Charles Grosvenor
Only the Strong|1993|Sheldon Lettich
Orlando|1992|I Am a Woman Man
The Pelican Brief|1993|Alan J. Pakula
A Perfect World|1993|Clint Eastwood
Philadelphia Experiment II|1993|Stephen Cornwell
The Program|1993|David S. Ward
Return of the Living Dead III|1993|Deadly Night 4 Night
Rising Sun|1993|Philip Kaufman
Road Scholar|1993|Roger Weisberg
Robin Hood: Men in Tights|1993|Mel Brooks
Rookie of the Year|1993|Daniel Stern
Ruby Cairo|1993|Graeme Clifford
Ruby in Paradise|1993|Victor Nunez
The Saint of Fort Washington|1993|Tim Hunter
Sankofa|1993|Haile Gerima
La scorta|1993|Ricky Tognazzi
Searching for Bobby Fischer|1993|Steven Zaillian
The Secret Adventures of Tom Thumb|1993|Dave Borthwick
The Secret Garden|1993|Olivier Olivier
Shadowlands|1993|Richard Attenborough
Silent Tongue|1994|Sam Shepard
Siu nin Wong Fei Hung ji: Tit Ma Lau|1993|Woo-ping Yuen
Sleepless in Seattle|1993|Nora Ephron
Sliver|1993|Phillip Noyce
Sniper|1993|Luis Llosa
Son in Law|1993|Steve Rash
Strawberry Fields|1997|Rea Tajiri
Street Knight|1993|Albert Magnoli
Striking Distance|1993|Rowdy Herrington
Surf Ninjas|1993|Neal Israel
Suture|1993|Scott McGehee
Swing Kids|1993|Thomas Carter
Teenage Mutant Ninja Turtles III|1993|Stuart Gillard
There Goes My Baby|1994|Floyd Mutrux
Theremin: An Electronic Odyssey|1994|Steven M. Martin
Three of Hearts|1993|Yurek Bogayevicz
Tombstone|1993|George P. Cosmatos
A Troll in Central Park|1994|Don Bluth
The Vanishing|1993|George Sluizer
Voor een verloren soldaat|1992|Roeland Kerbosch
Warlock: The Armageddon|1993|Anthony Hickox
Watch It|1993|Tom Flynn
Weekend at Bernie's II|1993|Robert Klane
Where the Rivers Flow North|1993|Jay Craven
Wrestling Ernest Hemingway|1993|Randa Haines
Zhong an zu|1993|Jackie Chan
Above the Rim|1994|Jeff Pollack
Ace Ventura: Pet Detective|1994|Tom Shadyac
The Air Up There|1994|Paul Michael Glaser
Amateur|1994|Hal Hartley
American Cyborg: Steel Warrior|1993|Boaz Davidson
Andre|1994|George Miller
Angels in the Outfield|1994|William Dear
Angie|1994|Martha Coolidge
Asterix in America|1994|Gerhard Hahn
Babyfever|1994|Victoria Foyt
Bandit Queen|1994|Shekhar Kapur
Bar Girls|1994|Marita Giovanni
Barcelona|1994|Whit Stillman
